Name,Description,DEPARTMENT,ALT_TELEPHONE_LINE,STREET_NAME,BUILDING_NAME,TYPE,TELEPHONE,UNIT,OPERATING_HOURS,FAX,HSE_BLK_NO,POSTAL_CODE,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_102,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bishan Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bishan Street 23</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 552 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6556 1905</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>20</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>579757</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>59F9B9A1E6567EB9</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Bishan Neighbourhood Police Centre,,Bishan Street 23,,Tanglin Police Divisional (ECHO),1800 552 9999,,24 Hrs,6556 1905,20,579757,59F9B9A1E6567EB9,20181122165117,1.35780598375985,103.847709317439
kml_103,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bedok Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bedok North Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 244 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 7258</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>30</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>469676</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D99A8A3B9971DDEB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220325011747</td> </tr></table></center>",Bedok Neighbourhood Police Centre,,Bedok North Road,,Bedok Police Division (GOLF),1800 244 9999,,24 Hrs,6244 7258,30,469676,D99A8A3B9971DDEB,20220325011747,1.33270940501356,103.937061576202
kml_104,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bedok South Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Chai Chee Drive</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 244 8999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 6558</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>20</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>469045</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>56A4B58863C5DD35</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20220325011747</td> </tr></table></center>",Bedok South Neighbourhood Police Post,,Chai Chee Drive,,Bedok Police Division (GOLF),1800 244 8999,,24 Hrs,6244 6558,20,469045,56A4B58863C5DD35,20220325011747,1.32370925297099,103.919815722126
kml_105,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Hong Kah North Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bukit Batok Street 31</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 567 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-201</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6565 2508</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>370</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>650370</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>EB423DC7E281A96A</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Hong Kah North Neighbourhood Police Post,,Bukit Batok Street 31,,Jurong Police Divisional (JULIET),1800 567 9999,#01-201,1200 to 2200 hrs,6565 2508,370,650370,EB423DC7E281A96A,20181122165117,1.35995740979205,103.749307343056
kml_106,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Jurong West Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Corporation Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 268 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6267 2438</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>700</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>649818</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>A20111C70B169173</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Jurong West Neighbourhood Police Centre,,Corporation Road,,Jurong Police Divisional (JULIET),1800 268 9999,,24 Hrs,6267 2438,700,649818,A20111C70B169173,20181122165117,1.34933251583158,103.714456232397
kml_107,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Tampines Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Tampines Avenue 4</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 587 1999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6587 1699</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>6</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>529682</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D1665780EC9641F4</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Tampines Neighbourhood Police Centre,,Tampines Avenue 4,,Bedok Police Division (GOLF),1800 587 1999,,24 Hrs,6587 1699,6,529682,D1665780EC9641F4,20181122165117,1.34624759716519,103.938701814663
kml_108,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Pasir Ris Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Pasir Ris Drive 4</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 585 2999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-01</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6585 5261</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>519457</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>706932547DDAC86C</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Pasir Ris Neighbourhood Police Centre,,Pasir Ris Drive 4,,Bedok Police Division (GOLF),1800 585 2999,#01-01,24 Hrs,6585 5261,1,519457,706932547DDAC86C,20181122165117,1.36858702853799,103.959198003863
kml_109,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bedok Police Divisional Head Quarters</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bedok North Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 244 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 7258</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>30</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>469676</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D99A8A3BC742192F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Bedok Police Divisional Head Quarters,,Bedok North Road,,Bedok Police Division (GOLF),1800 244 9999,,24 Hrs,6244 7258,30,469676,D99A8A3BC742192F,20181122165117,1.33270940501356,103.937061576202
kml_110,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Telok Blangah Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Telok Blangah Drive</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Clementi Police Divisional (DELTA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 272 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-116/118</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6377 6526</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>51</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>100051</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F0280198953D91FF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Telok Blangah Neighbourhood Police Post,,Telok Blangah Drive,,Clementi Police Divisional (DELTA),1800 272 9999,#01-116/118,1200 to 2200 hrs,6377 6526,51,100051,F0280198953D91FF,20181122165116,1.27349304464573,103.809744645823
kml_111,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Police Coast Guard</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Brani Way</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 375 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6376 7331</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>11</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>98658</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>682297631A9C4192</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Police Coast Guard,,Brani Way,,Other Police Units,1800 375 0000,,Not open to the public,6376 7331,11,98658,682297631A9C4192,20181122165116,1.25782856348134,103.831695961249
kml_112,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Central Police Divisional HQ</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block A</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Central Police Divisional (ALPHA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 236 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6220 4360</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A7F84E2080</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Central Police Divisional HQ,,New Bridge Road,Police Cantonment Complex Block A,Central Police Divisional (ALPHA),1800 236 9999,,24 Hrs,6220 4360,391,88762,CC86B3A7F84E2080,20181122165116,1.27851054971281,103.839249650925
kml_113,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bukit Merah East Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block A</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Central Police Divisional (ALPHA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 236 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6220 4360</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A7C5D36F1A</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Bukit Merah East Neighbourhood Police Centre,,New Bridge Road,Police Cantonment Complex Block A,Central Police Divisional (ALPHA),1800 236 9999,,24 Hrs,6220 4360,391,88762,CC86B3A7C5D36F1A,20181122165116,1.27851054971281,103.839249650925
kml_114,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Kaki Bukit Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Bedok North Street 3</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 442 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-448</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 4377</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>526</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>460526</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>DC04BE4F1ECE8F72</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Kaki Bukit Neighbourhood Police Post,,Bedok North Street 3,,Bedok Police Division (GOLF),1800 442 9999,#01-448,1200 to 2200 hrs,6244 4377,526,460526,DC04BE4F1ECE8F72,20181122165117,1.33421550583421,103.92912981677
kml_115,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Marine Parade Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Marine Parade Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 442 8999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6244 7678</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>300</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>449296</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>59F0DBE80FA73269</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Marine Parade Neighbourhood Police Centre,,Marine Parade Road,,Bedok Police Division (GOLF),1800 442 8999,,24 Hrs,6244 7678,300,449296,59F0DBE80FA73269,20181122165117,1.30622307690738,103.914451373375
kml_116,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Public Transport Security Command (TransCom)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Paya Lebar Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 842 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6848 5057</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>132</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>409014</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>D7862FA08E344784</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Public Transport Security Command (TransCom),,Paya Lebar Road,,Other Police Units,1800 842 0000,,Not open to the public,6848 5057,132,409014,D7862FA08E344784,20181122165117,1.32628192455333,103.890969968655
kml_117,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Traffic Police Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Ubi Avenue 3</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6547 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs (Police Report Room Services)  0830 - 1730 (Front Lobby Counter Services - Weekdays) 0830 - 1330 hrs (Front Lobby Counter Services - Saturday)</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6547 4900</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>10</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>408865</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>0F61F457A08E5977</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Traffic Police Department,,Ubi Avenue 3,,Other Police Units,6547 0000,,24 Hrs (Police Report Room Services)  0830 - 1730 (Front Lobby Counter Services - Weekdays) 0830 - 1330 hrs (Front Lobby Counter Services - Saturday),6547 4900,10,408865,0F61F457A08E5977,20181122165117,1.330183338753,103.891354664993
kml_118,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Mountbatten Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Dakota Crescent</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 344 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-213/215</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6447 4185</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>60</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>390060</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>FFEDB9DC06505F34</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Mountbatten Neighbourhood Police Post,,Dakota Crescent,,Bedok Police Division (GOLF),1800 344 9999,#01-213/215,1200 to 2200 hrs,6447 4185,60,390060,FFEDB9DC06505F34,20181122165117,1.30728534133604,103.888505589334
kml_119,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>MacPherson Neighbourhood Police Post</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Pipit Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Bedok Police Division (GOLF)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 744 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-82/84</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>1200 to 2200 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6547 6366</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>54</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>370054</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>049CB7F2A4297C6F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",MacPherson Neighbourhood Police Post,,Pipit Road,,Bedok Police Division (GOLF),1800 744 9999,#01-82/84,1200 to 2200 hrs,6547 6366,54,370054,049CB7F2A4297C6F,20181122165117,1.32385645602419,103.88758535602
